fuelType,rating,renterTripsTaken,reviewCount,locationcity,locationlatitude,locationlongitude,locationstate,ownerid,vehiclemake,vehiclemodel,vehicletype,vehicleyear
2,4.89,119,101,167,33.640216,-117.932294,4,9683913,8,99,0,2017
2,5.0,31,30,682,38.465678,-121.363878,4,9883263,34,46,0,2019
2,5.0,7,7,375,30.176601,-81.622718,9,14822238,31,265,0,2017
2,4.97,38,31,199,25.816298,-80.334477,9,12397261,13,291,0,2018
2,5.0,12,11,99,47.498029,-122.322277,43,4653730,33,52,0,2016
2,4.99,107,85,654,37.524045,-77.443295,42,4107301,17,54,2,2012
2,5.0,5,5,357,29.745875,-95.458299,40,1331380,33,46,0,2017
3,4.99,147,130,729,39.038063,-94.714339,16,1045538,8,449,0,2012
2,4.9,87,71,62,34.067868,-118.397655,4,1318430,40,45,0,2014
2,5.0,12,12,526,35.82258,-86.457155,39,10462634,37,331,1,2016
2,5.0,57,53,35,30.281295,-97.742729,40,526216,8,99,0,2019
2,4.56,12,9,22,34.52263,-117.207392,4,957892,50,127,0,2009
2,4.98,188,167,637,45.543608,-122.588742,35,1709806,37,360,2,2016
2,5.0,18,18,814,21.539658,-158.024937,11,6461557,10,191,1,2017
2,4.92,16,13,637,45.567456,-122.591338,35,14731540,1,405,2,2018
2,5.0,6,4,459,30.278961,-82.118878,9,15108303,8,128,2,2010
2,5.0,63,57,422,36.130891,-115.30132,32,6060969,25,353,2,2014
2,4.97,100,88,826,40.77217,-74.020647,30,5895238,13,142,3,2015
2,5.0,2,1,489,25.771438,-80.193388,9,7932025,20,329,2,2016
2,5.0,39,34,746,40.450069,-74.382861,30,8405506,10,348,3,2019
2,5.0,4,3,420,41.562848,-87.567249,14,3828976,37,360,2,2013
2,5.0,5,3,637,45.567985,-122.592323,35,15079787,13,291,0,2017
2,5.0,1,1,489,25.800026,-80.261002,9,1506983,36,284,0,2019
2,4.88,71,56,255,64.830677,-147.848306,0,839186,37,224,0,2013
2,5.0,3,3,44,35.233812,-89.858361,39,15677617,49,201,2,2017
2,5.0,17,15,378,40.722307,-74.049366,30,67096,49,333,2,2017
2,4.89,216,174,176,32.826507,-96.847597,40,1582843,13,150,0,2016
2,4.43,11,7,688,44.967689,-93.143848,23,3928207,17,301,1,2019
2,4.84,44,37,455,40.410223,-104.99625,5,3856661,13,160,0,2011
2,5.0,4,4,131,35.221318,-80.817374,27,21255,49,333,2,2017
2,5.0,41,36,422,36.294166,-115.284463,32,4305065,46,35,2,2019
2,5.0,47,43,618,33.450127,-111.987108,3,5339988,4,266,0,2016
2,5.0,3,3,72,29.796188,-98.704437,40,11373250,13,142,3,2018
2,4.81,56,47,94,43.16422,-87.968961,44,4942084,31,261,0,2014
2,5.0,39,36,489,25.794201,-80.263922,9,6311629,22,452,2,2018
3,4.83,44,35,617,40.07804,-75.023996,36,9352785,49,314,0,2017
2,4.95,50,41,586,28.371592,-81.278496,9,8198146,36,305,2,2017
2,4.85,64,55,422,36.076519,-115.113234,32,3484421,22,75,2,2017
2,4.97,95,87,191,39.76455,-104.902743,5,543152,8,428,2,2009
2,5.0,21,19,698,37.324529,-121.89245,4,8826386,22,454,2,2019
2,4.98,55,49,121,30.532589,-97.856023,40,2205924,49,66,0,2017
2,4.93,97,76,690,29.419546,-98.475186,40,6138838,23,399,0,2013
2,4.63,117,92,299,33.866182,-118.281853,4,3248814,4,3,0,2018
2,4.91,12,11,689,40.709241,-111.856777,41,7553550,27,297,2,2014
2,5.0,29,27,29,33.74053,-84.357869,10,8752492,21,463,0,2016
2,4.93,157,139,191,39.721306,-104.974995,5,1536463,49,9,2,2011
2,5.0,10,6,637,45.567923,-122.590287,35,15079787,3,16,0,2017
2,4.83,68,53,719,33.61587,-111.899957,3,687208,8,128,2,2018
1,4.89,11,9,353,21.279277,-157.826153,11,3420405,48,286,0,2019
1,5.0,11,8,29,33.992527,-84.341541,10,310752,48,287,0,2015
1,4.77,17,13,208,33.992062,-84.154258,10,6514411,48,286,0,2019
2,5.0,39,30,132,35.024916,-85.155637,39,5252641,22,452,2,2018
2,4.95,26,22,192,39.791667,-104.773493,5,5420642,4,274,0,2011
2,4.92,26,24,618,33.442831,-111.995967,3,3856661,36,118,0,2011
3,5.0,16,13,499,43.0826,-88.013534,44,279544,49,316,0,2012
2,5.0,21,20,6,35.149726,-106.711425,31,9365496,13,291,0,2018
2,4.8,25,20,35,30.307723,-97.708747,40,8421016,4,266,0,2016
1,5.0,1,1,168,47.36771,-122.116664,43,14975415,48,288,2,2016
2,4.88,7,8,833,40.794515,-74.250341,30,10452226,33,111,0,2016
2,4.93,60,57,618,33.448408,-111.983516,3,4009047,4,3,0,2018
2,5.0,34,33,387,39.102922,-94.582702,24,8282089,8,65,0,2017
2,5.0,1,1,131,35.219631,-80.800584,27,367350,46,304,2,2017
2,4.5,63,52,654,37.609028,-77.501818,42,3276160,17,76,0,2012
0,4.81,39,37,694,32.867658,-117.241231,4,3629496,33,166,2,2011
2,4.98,99,85,35,30.200141,-97.74275,40,3143655,17,78,0,2019
2,5.0,1,1,422,36.014897,-115.149305,32,14838549,3,24,0,2018
2,5.0,4,2,353,21.338603,-157.899528,11,729215,37,445,0,2019
2,5.0,17,17,539,29.025491,-80.980584,9,9870875,22,452,2,2014
1,5.0,100,99,682,38.725277,-121.395007,4,330082,48,286,0,2018
1,5.0,21,19,29,33.765511,-84.387509,10,3991249,48,286,0,2020
2,4.92,159,135,100,37.594004,-122.363604,4,487015,4,266,0,2014
2,4.97,76,67,475,30.408825,-86.76148,9,3076296,4,482,0,2008
1,4.64,15,14,707,33.761789,-117.858926,4,3547562,8,44,0,2019
2,5.0,48,44,422,35.995362,-115.186249,32,9780735,34,46,0,2019
1,4.97,37,35,694,32.82829,-117.134632,4,451237,48,286,0,2018
2,4.71,19,14,715,32.041312,-81.228966,10,4609659,37,32,0,2020
2,4.96,25,23,618,33.450373,-111.986946,3,3410675,37,446,0,2015
2,5.0,8,8,698,37.334889,-121.887143,4,14408517,4,4,0,2016
0,5.0,5,4,139,34.000753,-117.729222,4,14686585,40,71,2,2015
2,4.75,4,4,455,40.410022,-104.997316,5,5570744,8,140,4,2011
2,4.97,93,86,467,42.032147,-71.219114,19,793893,37,382,0,2018
1,4.9,21,21,589,36.318491,-95.809387,34,6725702,48,286,0,2018
3,5.0,60,46,353,21.307331,-157.83613,11,6478109,49,317,0,2014
0,4.8,16,15,409,28.790022,-81.389058,9,6355405,25,354,2,2018
2,5.0,22,17,531,36.153115,-86.793428,39,8802840,13,138,2,2018
2,4.85,231,179,353,21.285103,-157.838922,11,595685,8,65,0,2018
2,5.0,5,2,662,44.024368,-92.455966,23,10997195,40,71,2,2019
2,4.93,18,15,586,28.437696,-81.397222,9,14406735,8,103,0,2014
2,4.71,106,92,637,45.567867,-122.59123,35,2459011,26,232,2,2011
2,5.0,3,3,422,36.114192,-115.267532,32,15155327,25,228,2,2014
2,5.0,2,1,276,26.086708,-80.137467,9,10448485,37,445,0,2018
2,4.82,161,130,422,36.076479,-115.111999,32,3484421,17,76,0,2016
1,5.0,10,9,658,40.513909,-111.958774,41,5575852,48,286,0,2019
2,4.84,47,32,502,44.911893,-93.211913,23,1300675,49,95,0,2010
2,5.0,10,7,54,47.59053,-122.17088,43,5103874,30,184,0,2014
2,5.0,1,1,489,25.762867,-80.18934,9,864946,42,185,0,2011
2,5.0,90,77,748,37.641523,-122.404658,4,1122675,40,255,2,2015
3,4.96,25,24,94,43.163293,-87.96862,44,4942084,26,198,0,2010
1,4.74,36,34,422,36.016245,-115.294477,32,10152016,48,286,0,2020
2,5.0,31,29,371,33.645304,-117.749007,4,8853685,18,121,0,2016
2,4.89,48,38,514,35.851177,-78.795889,27,6254602,9,263,0,2016
2,4.95,43,38,452,34.046537,-118.452501,4,317278,40,12,0,2017
1,5.0,39,38,127,44.87659,-93.552552,23,8836011,48,286,0,2018
2,4.79,146,116,357,29.72692,-95.481329,40,1821886,4,266,0,2008
2,5.0,2,2,195,30.388379,-86.368154,9,10044353,49,47,2,2018
2,5.0,11,7,189,26.320356,-80.165461,9,4344950,8,103,0,2011
2,5.0,11,10,353,21.292491,-157.808212,11,10562656,49,415,3,2017
2,5.0,25,20,11,45.49357,-122.87696,35,2545755,33,169,2,2016
2,4.44,10,9,357,29.752155,-95.350934,40,9238089,25,352,2,2016
2,5.0,9,7,629,39.020466,-121.549971,4,11740191,4,281,0,2015
3,4.87,63,60,94,43.163614,-87.968641,44,4942084,26,55,0,2013
2,4.88,27,24,35,30.246411,-97.751444,40,11676918,46,217,0,2012
2,5.0,9,7,489,25.799245,-80.260432,9,1506983,37,445,0,2020
2,4.97,34,29,657,33.865105,-117.439983,4,4216964,8,390,3,2018
2,5.0,1,1,29,33.850713,-84.36596,10,10872556,30,330,0,2016
2,4.98,54,49,82,27.462666,-82.609831,9,633650,4,266,0,2015
2,5.0,1,1,549,33.942897,-117.518842,4,15201635,22,192,2,2018
2,4.95,24,22,566,40.858548,-111.933747,41,3624460,25,353,2,2012
2,4.95,23,20,428,40.430262,-111.850355,41,10677949,13,142,3,2014
2,4.6,29,25,586,28.441481,-81.242061,9,7734529,10,191,1,2014
1,4.98,108,101,719,33.527179,-111.893854,3,2072836,48,286,0,2019
2,5.0,4,2,586,28.442707,-81.242062,9,7734529,23,399,0,2015
1,4.88,25,16,697,34.127103,-118.080599,4,161542,48,288,2,2016
2,5.0,23,21,595,28.074814,-82.718938,9,9122644,10,348,3,2019
2,5.0,8,7,761,38.768621,-90.69206,24,981556,17,301,1,2015
2,5.0,14,13,371,33.654374,-117.751196,4,8853685,4,468,2,2015
2,4.76,19,17,544,33.670695,-117.862229,4,9863897,34,46,0,2019
2,4.83,7,6,506,29.536102,-95.552235,40,4119986,49,95,0,2015
2,5.0,17,16,783,27.94358,-82.460757,9,11508633,25,353,2,2018
2,4.84,54,49,29,33.822646,-84.371718,10,10216804,50,309,0,2012
2,5.0,3,3,115,40.571122,-74.22532,30,15381172,34,168,2,2020
2,5.0,7,5,479,36.094305,-79.715159,27,7715230,31,61,2,2014
2,4.72,67,64,29,33.773652,-84.420303,10,7221030,3,16,0,2012
2,5.0,5,4,367,39.757932,-86.135237,15,10017171,4,274,0,2012
2,5.0,1,1,489,25.806217,-80.187252,9,9236212,30,238,2,2017
2,5.0,14,13,637,45.567552,-122.591983,35,14731540,3,17,0,2016
2,5.0,21,19,694,32.726215,-117.196865,4,5872133,33,46,0,2015
2,5.0,2,2,487,33.463605,-111.75463,3,1143331,37,445,0,2016
1,5.0,15,14,763,38.622687,-90.25657,24,11558863,48,287,0,2019
2,4.2,5,5,422,36.067672,-115.175732,32,3194597,3,322,2,2019
2,5.0,3,3,497,37.404565,-121.894116,4,8441720,4,248,0,2016
2,4.69,59,49,136,41.777159,-87.753393,14,6380860,49,95,0,2007
2,4.79,64,52,353,21.2743,-157.815884,11,2587963,17,301,1,2008
2,4.93,159,135,637,45.521339,-122.656757,35,686744,4,266,0,2014
2,4.94,55,48,694,32.850354,-117.214416,4,5533649,49,387,1,2014
2,5.0,23,23,353,21.287697,-157.824236,11,1740709,40,13,0,2018
2,5.0,26,22,35,30.282543,-97.742769,40,526216,49,66,0,2020
2,5.0,31,29,506,29.554677,-95.541552,40,5136026,49,66,0,2009
1,4.73,41,33,191,39.714329,-104.927194,5,8689016,48,286,0,2020
2,5.0,3,2,646,39.377968,-76.790613,20,1446154,49,201,2,2015
2,5.0,12,11,127,44.875205,-93.526231,23,10170269,13,160,0,2015
2,4.98,72,55,452,33.944739,-118.371446,4,1300139,50,221,0,2010
2,4.91,39,35,422,36.081623,-115.302648,32,464342,21,146,0,2014
2,4.97,45,38,375,30.333369,-81.793421,9,742089,30,184,0,2016
2,5.0,2,2,126,33.239118,-111.786502,3,10669893,4,281,0,2008
2,4.88,18,17,357,30.019523,-95.381089,40,5887443,22,356,2,2017
2,4.91,52,44,452,33.941896,-118.408607,4,3280890,34,52,0,2020
2,5.0,16,12,489,25.798864,-80.261642,9,14322809,4,266,0,2017
2,5.0,6,5,866,34.070353,-84.529444,10,14354281,33,363,0,2014
2,4.95,45,40,353,21.298651,-157.862904,11,9743713,13,291,0,2015
2,4.64,109,80,415,39.70539,-105.076852,5,2245310,49,415,3,2004
1,5.0,12,9,692,37.626206,-122.406035,4,9474186,48,286,0,2019
2,5.0,22,21,694,32.797164,-117.067146,4,1913186,8,99,0,2017
2,4.96,29,28,128,38.913331,-77.500221,42,1410671,33,46,0,2008
2,5.0,40,38,341,25.893332,-80.292179,9,1741222,8,65,0,2019
2,5.0,11,7,140,32.62448,-116.973591,4,8929348,4,482,0,2011
1,4.95,52,42,694,32.747899,-117.140462,4,888722,48,288,2,2018
2,5.0,4,3,559,36.281409,-115.192905,32,5100248,4,482,0,2020
1,5.0,33,28,452,33.970753,-118.389367,4,10718657,48,287,0,2018
2,5.0,16,11,489,25.799404,-80.260676,9,637495,37,361,2,2020
2,5.0,10,9,357,29.775728,-95.690063,40,8465704,18,377,2,2020
2,5.0,2,2,694,32.807813,-117.240787,4,1791593,14,481,2,2018
2,5.0,13,12,257,38.815614,-77.277493,42,7641399,13,154,0,2015
2,5.0,30,28,748,37.641421,-122.412459,4,8316833,21,145,0,2020
2,4.94,21,16,651,39.506911,-119.779177,32,9552456,23,381,1,2017
2,5.0,13,13,309,34.16851,-118.289643,4,11212430,34,53,0,2019
2,4.88,161,129,158,39.869635,-104.7878,5,2318184,49,333,2,2010
2,4.25,5,4,400,35.968658,-83.901197,39,7791222,3,16,0,2013
2,4.33,6,6,502,44.91279,-93.211448,23,1300675,49,95,0,2009
2,4.83,23,23,464,28.645056,-81.363667,9,6574926,22,452,2,2015
2,5.0,1,1,690,29.563421,-98.483081,40,812251,25,353,2,2016
2,4.92,57,53,540,40.723471,-74.147819,30,583154,8,407,2,2018
2,4.0,1,1,381,35.611865,-97.315046,34,4988437,49,201,2,2018
3,5.0,44,41,542,47.544981,-122.162919,43,10537511,49,97,0,2020
2,4.96,50,45,586,28.546902,-81.376204,9,6598076,13,291,0,2015
2,5.0,6,6,529,26.242427,-81.759249,9,10416592,30,184,0,2017
3,4.56,10,9,638,44.729863,-93.3923,23,8793252,8,449,0,2017
2,5.0,27,24,458,33.80541,-84.526445,10,217743,21,145,0,2014
2,4.96,33,24,810,38.916547,-77.241631,42,3276160,25,352,2,2013
2,5.0,16,14,617,39.996639,-75.155898,36,2040764,17,313,2,2009
2,5.0,43,41,542,47.543021,-122.163296,43,10537511,13,138,2,2019
2,4.95,122,108,452,33.945201,-118.372347,4,1300139,22,452,2,2011
1,5.0,1,1,292,33.156466,-96.84422,40,6026457,48,286,0,2018
2,5.0,16,15,544,33.630452,-117.861908,4,14284451,3,332,0,2008
2,5.0,77,71,422,36.294296,-115.285171,32,4305065,46,304,2,2019
2,4.94,60,50,353,21.310446,-157.85774,11,2322267,22,452,2,2011
2,5.0,14,13,467,42.040777,-71.218664,19,9515781,22,454,2,2019
2,4.9,11,10,110,26.611791,-81.992096,9,7208336,8,65,0,2019
2,4.95,42,39,575,28.166303,-82.5815,9,451389,18,396,0,2019
2,5.0,6,6,357,29.775815,-95.691638,40,8465704,18,121,0,2019
2,5.0,7,6,530,26.248428,-81.792353,9,10744652,13,136,2,2018
2,5.0,13,12,617,39.939876,-75.192512,36,15357260,1,405,2,2018
2,5.0,120,95,537,29.927941,-90.115705,18,3279634,3,371,0,2018
1,4.96,60,55,763,38.737194,-90.363051,24,1812982,48,286,0,2018
2,5.0,26,24,689,40.714504,-111.833115,41,4425885,22,454,2,2019
2,5.0,27,25,276,26.093659,-80.155028,9,3205604,21,146,0,2015
2,4.93,88,74,698,37.426358,-121.970598,4,861192,40,15,0,2014
2,4.96,120,101,191,39.765683,-104.905445,5,543152,14,480,2,2005
2,5.0,33,26,682,38.564357,-121.359879,4,50913,29,92,0,2014
2,4.67,104,79,618,33.449303,-111.988196,3,950349,31,261,0,2013
2,5.0,55,50,689,40.773847,-111.877436,41,4389601,15,165,0,2017
2,4.58,31,26,520,32.841431,-79.843172,38,10393755,22,83,2,2015
2,4.6,5,5,836,38.538097,-121.568524,4,907450,49,201,2,2017
2,5.0,9,8,170,41.620066,-72.689211,6,1581963,24,181,0,2007
3,4.85,182,156,722,47.62661,-122.34556,43,6359397,49,314,0,2014
2,4.84,112,81,415,39.73527,-105.079666,5,4057191,49,387,1,2007
1,5.0,7,6,271,33.044937,-97.065506,40,11039077,48,286,0,2018
2,5.0,8,7,689,40.767637,-111.877887,41,3136558,17,313,2,2015
2,5.0,4,3,404,34.110346,-117.753066,4,2493988,21,145,0,2017
2,5.0,10,10,128,38.891082,-77.430408,42,4737093,49,201,2,2015
2,5.0,71,57,82,27.462881,-82.609298,9,633650,4,262,0,2015
2,5.0,27,25,35,30.247572,-97.775373,40,1854243,29,199,0,2017
1,5.0,5,4,812,39.847688,-74.996178,30,5450119,48,286,0,2020
2,4.99,92,77,452,33.943948,-118.371934,4,1300139,13,291,0,2013
2,5.0,1,1,489,25.692901,-80.307932,9,15491525,13,291,0,2013
2,4.6,12,10,669,42.261408,-83.334262,22,15158739,17,301,1,2018
2,5.0,6,6,140,32.626244,-116.993976,4,1507741,10,223,2,2018
1,5.0,67,64,783,28.094905,-82.540525,9,6580135,48,286,0,2018
1,4.77,14,13,748,37.67189,-122.430321,4,5671513,48,287,0,2017
1,5.0,6,6,499,43.043725,-87.90462,44,7353721,48,286,0,2020
2,4.67,4,3,375,30.333396,-81.792209,9,742089,33,52,0,2016
2,5.0,7,6,822,61.543917,-149.551318,0,1177139,37,445,0,2017
2,5.0,26,26,586,28.402313,-81.384851,9,9036051,13,142,3,2016
2,5.0,6,6,437,40.345362,-111.693034,41,10968359,21,144,2,2017
2,5.0,17,14,550,33.970895,-84.199674,10,5586320,40,45,0,2015
1,4.97,123,116,422,36.01341,-115.293834,32,4158797,48,288,2,2018
3,5.0,17,16,2,21.375507,-157.914919,11,2754690,26,198,0,2010
2,5.0,38,23,353,21.298015,-157.852676,11,2989203,0,338,2,2019
2,4.83,38,35,136,41.986002,-87.838366,14,1139985,23,399,0,2017
3,4.98,54,52,618,33.448935,-111.986392,3,5339988,49,202,2,2013
2,5.0,1,1,661,37.199956,-80.022282,42,7063523,40,71,2,2013
2,5.0,7,6,541,45.328222,-122.976248,35,11536062,34,171,2,2019
2,5.0,4,1,530,26.258933,-81.809224,9,10824351,3,374,2,2019
1,5.0,1,1,422,36.089501,-115.294903,32,10377150,48,288,2,2018
1,5.0,13,12,694,32.748973,-117.212237,4,2263885,48,286,0,2019
0,4.88,35,32,416,28.2099,-82.395149,9,3569427,50,221,0,2013
1,4.84,50,43,189,26.320824,-80.150773,9,1150655,48,287,0,2017
2,5.0,11,8,452,33.945706,-118.370623,4,1300139,23,398,2,2014
2,5.0,20,20,489,25.805015,-80.188809,9,4781429,33,363,0,2015
2,5.0,8,8,855,34.28658,-77.827185,27,4045415,22,452,2,2013
2,4.85,28,26,29,33.68153,-84.407289,10,3792936,8,407,2,2011
3,5.0,47,38,586,28.570879,-81.215995,9,1935086,8,391,3,2012
2,5.0,42,39,831,34.082741,-118.375682,4,414549,26,227,0,2018
2,4.86,7,7,506,29.536327,-95.552758,40,1541014,49,95,0,2010
1,4.99,113,107,422,36.068985,-115.173498,32,8572551,48,286,0,2018
2,5.0,16,14,769,45.043417,-92.825209,23,72178,13,154,0,2016
2,5.0,11,10,834,26.667864,-80.113888,9,12194762,31,253,0,2016
2,5.0,41,36,707,33.703889,-117.852593,4,400559,14,69,3,2018
2,5.0,37,32,467,42.029628,-71.217652,19,8915750,22,452,2,2018
2,4.75,8,8,653,41.217754,-81.642733,33,844274,38,394,0,2019
2,5.0,20,20,556,26.6614,-81.899957,9,1542059,8,65,0,2012
1,5.0,5,4,467,42.032616,-71.217424,19,793893,48,286,0,2020
2,4.95,26,21,59,37.867969,-122.286731,4,5827699,13,291,0,2018
2,4.99,86,76,637,43.646506,-70.309576,21,5699229,8,128,2,2018
2,4.75,100,89,586,28.441703,-81.243225,9,7734529,18,28,0,2012
2,5.0,7,6,769,45.043334,-92.82499,23,72178,13,138,2,2016
2,5.0,25,22,189,26.298526,-80.166121,9,8669035,23,403,2,2015
2,5.0,1,1,783,27.961199,-82.514627,9,15721481,49,415,3,2020
1,5.0,39,36,800,36.137589,-95.97164,34,6405437,48,286,0,2018
2,5.0,8,5,641,47.110477,-122.322515,43,11510096,30,184,0,2016
2,5.0,18,15,689,40.796697,-111.933949,41,11306288,17,313,2,2013
2,4.8,12,10,455,40.409974,-104.997934,5,3856661,10,191,1,2017
2,4.71,44,34,368,33.953181,-118.375162,4,785126,10,73,0,2018
2,5.0,25,18,618,33.44774,-111.983528,3,4009047,22,192,2,2015
1,5.0,2,2,17,61.114013,-149.904202,0,1379869,48,286,0,2018
2,4.95,174,153,422,36.041784,-115.165006,32,3238496,8,99,0,2017
2,5.0,14,13,97,33.847132,-117.988206,4,5292463,0,411,0,2012
2,4.91,13,11,204,40.520609,-111.889763,41,3396013,14,481,2,2009
2,5.0,4,4,617,39.940313,-75.193584,36,15357260,33,46,0,2016
2,5.0,3,2,774,29.647709,-95.648718,40,2166902,49,66,0,2011
2,5.0,25,25,81,26.528709,-80.18466,9,14266216,18,396,0,2013
2,5.0,3,3,155,38.848925,-104.759138,5,14469072,0,409,0,2011
2,4.76,103,89,499,42.960983,-87.910728,44,7786180,14,420,2,2015
1,5.0,3,1,6,35.213677,-106.724059,31,1269071,48,287,0,2015
0,5.0,17,12,410,45.420657,-122.666188,35,8569958,41,271,3,2018
2,5.0,6,6,211,35.873678,-78.837204,27,9543925,18,183,0,2019
2,5.0,29,25,71,26.345833,-80.141303,9,9701822,13,291,0,2018
2,5.0,2,1,259,38.843211,-77.141694,42,14775761,37,360,2,2014
2,5.0,46,45,834,26.712413,-80.054415,9,2026947,31,61,2,2016
2,4.97,42,37,39,34.127181,-117.893095,4,4229573,49,333,2,2018
2,4.99,170,135,86,35.963253,-86.818387,39,509511,23,157,0,2015
2,4.82,14,11,669,42.263267,-83.332729,22,15158739,8,41,0,2009
2,5.0,20,19,207,40.109693,-83.171833,33,11810141,13,291,0,2015
2,5.0,32,27,87,40.370189,-80.102454,36,625348,10,191,1,2016
2,5.0,65,57,618,33.448467,-111.988334,3,3317926,13,158,0,2005
2,5.0,3,3,617,40.076286,-75.024446,36,9352785,50,309,0,2020
2,5.0,4,4,517,36.22617,-86.501378,39,1923733,50,189,0,2020
2,4.92,44,40,136,41.901489,-87.706982,14,2049133,18,28,0,2017
1,5.0,16,15,694,32.808026,-117.140743,4,7446137,48,286,0,2018
2,4.94,40,34,637,45.563779,-122.593686,35,8808196,49,66,0,2019
2,5.0,10,9,489,25.76402,-80.225109,9,13738708,33,111,0,2014
2,5.0,12,10,640,40.232392,-111.702545,41,1954256,41,2,3,2013
2,4.83,44,36,187,33.708748,-84.267983,10,1661563,49,66,0,2017
2,4.9,30,21,661,37.271403,-79.941326,42,1127886,16,196,2,2007
2,5.0,9,6,715,32.042016,-81.229397,10,4609659,22,75,2,2019
2,5.0,4,3,783,27.967806,-82.433533,9,14472884,33,46,0,2015
2,5.0,7,7,489,25.808328,-80.191066,9,15519899,23,62,0,2015
2,5.0,5,5,276,26.112982,-80.141735,9,170844,10,73,0,2018
2,5.0,54,49,309,34.143635,-118.248328,4,8794425,4,10,0,2019
2,4.96,28,26,191,39.794467,-104.798809,5,835786,11,275,0,2012
2,5.0,16,15,35,30.398521,-97.723894,40,11067767,7,57,0,2011
1,5.0,5,3,378,40.725386,-74.039007,30,15222015,48,286,0,2020
2,5.0,1,1,544,33.645143,-117.866408,4,11237425,13,291,0,2019
2,5.0,10,9,350,29.232085,-81.028149,9,6305145,37,33,2,2014
2,5.0,4,3,217,40.429595,-74.391889,30,2561238,32,279,0,2016
2,5.0,3,2,786,33.456509,-111.930326,3,14709131,17,301,1,2012
2,5.0,37,33,373,34.081393,-117.994444,4,3240182,4,10,0,2019
2,5.0,20,18,323,39.859364,-82.906484,33,7403429,40,15,0,2006
2,5.0,1,1,489,25.762582,-80.191581,9,864946,30,330,0,2018
2,5.0,15,9,35,30.249553,-97.856495,40,4022601,20,329,2,2020
2,5.0,120,114,780,26.161241,-80.31995,9,2168708,8,100,0,2014
2,5.0,14,13,822,61.545036,-149.551861,0,1177139,8,140,4,2010
2,4.56,11,9,62,34.066786,-118.397858,4,1318430,33,363,0,2015
1,4.89,37,28,375,30.329718,-81.653005,9,3375565,48,286,0,2019
2,5.0,3,3,141,39.177084,-84.41851,33,15601222,23,302,0,2018
2,5.0,3,3,554,40.804938,-74.01522,30,4574689,49,66,0,2016
2,4.93,16,14,694,32.718295,-117.136154,4,8364751,11,275,0,2014
2,4.85,21,20,489,25.768747,-80.190054,9,7288516,34,46,0,2019
2,5.0,16,11,489,25.770759,-80.193665,9,7932025,33,46,0,2017
2,5.0,8,7,531,36.018439,-86.657559,39,3552703,31,254,0,2017
2,5.0,34,31,131,35.106449,-80.984292,27,8681715,10,74,0,2018
2,4.95,26,20,743,40.560152,-111.901637,41,8018380,14,420,2,2019
2,4.86,7,7,398,28.338609,-81.64663,9,3886105,23,302,0,2012
2,4.88,155,135,447,39.554442,-104.886201,5,558427,23,302,0,2017
2,5.0,1,1,584,45.355552,-122.595816,35,8971113,49,415,3,2011
2,5.0,3,3,707,33.704177,-117.855427,4,881065,22,452,2,2016
2,5.0,11,9,50,32.837777,-97.118249,40,1025778,37,382,0,2019
2,5.0,1,1,353,21.285892,-157.705242,11,7163748,16,195,2,2008
2,5.0,32,26,353,21.274428,-157.816277,11,2587963,17,54,2,2019
2,5.0,2,2,777,47.145949,-122.185149,43,1868526,29,90,0,2013
2,5.0,4,3,35,30.204229,-97.806249,40,14436588,8,416,2,2011
2,4.96,115,96,82,27.462294,-82.610041,9,633650,13,291,0,2012
2,4.38,12,8,639,41.838833,-71.400427,37,6245346,31,280,0,2016
2,4.7,10,10,504,25.980215,-80.37305,9,2254494,2,106,0,2010
2,5.0,5,5,834,26.73649,-80.077064,9,14457582,18,129,0,2014
2,4.86,38,35,676,27.713453,-82.448121,9,2224456,10,191,1,2010
1,4.96,173,154,446,40.876527,-74.080621,30,1260284,48,286,0,2018
1,5.0,51,48,388,21.337625,-158.123333,11,6603990,48,286,0,2018
2,4.8,71,59,422,36.117054,-115.279318,32,5192698,9,269,0,2015
2,4.67,7,6,8,38.795771,-77.10319,42,11200709,31,265,0,2011
2,4.7,34,27,489,25.762985,-80.19011,9,864946,8,99,0,2019
2,4.95,21,19,232,40.563104,-74.38399,30,1491450,51,460,2,2019
3,4.65,29,20,77,47.801104,-122.184823,43,7040600,49,314,0,2010
2,5.0,16,12,763,38.484288,-90.395758,24,2854299,10,107,0,2013
2,5.0,47,41,586,28.370855,-81.281287,9,8198146,23,399,0,2018
2,5.0,30,27,531,36.221891,-86.801671,39,1982296,37,260,0,2011
2,4.77,93,74,637,45.567773,-122.591251,35,2459011,40,71,2,2017
2,4.96,32,28,763,38.636495,-90.400502,24,2327860,7,25,0,2018
2,4.92,143,128,715,32.041297,-81.228974,10,4609659,37,382,0,2018
2,5.0,7,6,50,32.838247,-97.118364,40,1025778,37,382,0,2019
2,4.99,92,80,422,36.059798,-115.164484,32,1143677,33,46,0,2017
1,5.0,1,1,694,32.78276,-117.170077,4,9301432,48,287,0,2015
1,5.0,14,13,566,40.858315,-111.900418,41,14678809,48,286,0,2018
2,5.0,1,1,825,34.973788,-80.80739,27,2196702,34,169,2,2020
2,4.81,46,42,690,29.521412,-98.454321,40,11327611,13,132,2,2018
2,5.0,10,9,257,38.860842,-77.334834,42,14387586,18,396,0,2013
2,4.9,34,29,35,30.419914,-97.844798,40,8693408,49,95,0,2017
